author,author_id,author_is_uploader,author_thumbnail,id,is_favorited,like_count,parent,text,time_text,timestamp
rosalie kabou,UCHnSq8UQjCeulWG6_OyPEaQ,False,https://yt3.ggpht.com/ytc/AKedOLROgYEWot7tx5uB_jpGP8mDJMqF0IoyNCZH6fjW45nbolrtP_XDo19-egZ90-5Y=s176-c-k-c0x00ffffff-no-rj,UgyVR-mo9E6fhHv7V3h4AaABAg.9dfGgoKDKgF9df_pPWHRzv,False,0,UgyVR-mo9E6fhHv7V3h4AaABAg,APR manipulateur,20 hours ago,1658257200
Mamadou lamine Ndiaye,UCaje3uqVY5I7xlPBKabKJnw,False,https://yt3.ggpht.com/ytc/AKedOLTQXQvASsP-tPckdps4ullYngKXjpWG9_B8-vHbxYB05rXpnp5EOiRxqQeBXN_R=s176-c-k-c0x00ffffff-no-rj,UgzgzYrXfNnAClWnZ5Z4AaABAg,False,7,root,Merci dame,23 hours ago,1658246400
Sankoun Kanoute,UC2z0OFksOlbyQARuFJoIIzA,False,https://yt3.ggpht.com/ytc/AKedOLRvaxkzdtbAy5UtMUPCFFXsF5Wb1UMA-Af-=s176-c-k-c0x00ffffff-no-rj,UgyAH4ch6D0EJfKV6354AaABAg,False,62,root,"Le procureur n'a fait que mentir du début à la fin.
Moi je me demande pourquoi la justice est devenue un lieu de tort.",23 hours ago,1658246400
Balla Tamba,UCadQRkf-yYmtWYWBsHg_4_Q,False,https://yt3.ggpht.com/ytc/AKedOLRBTaxg7bPR5EYnONJg_bDsSZdvwx8tNoLgVPW3oUrwmyaRu2c28z8RkdAAtuw0=s176-c-k-c0x00ffffff-no-rj,UgyAH4ch6D0EJfKV6354AaABAg.9dfFwA81Ulj9dgDIInAHPX,False,0,UgyAH4ch6D0EJfKV6354AaABAg,Mais ils vont tous rendre compte à Dieu bilah walahii... l'enfer les attends là faut qu'ils le sachent,14 hours ago,1658278800
momath diop,UC3oPgWOUnF8CgRlfDiI3-Tg,False,https://yt3.ggpht.com/ytc/AKedOLSbOoMHe3N_xwCv4yenhDrwbjK05AozrcjARA=s176-c-k-c0x00ffffff-no-rj,UgyQN4v9kY8Su2GIkvB4AaABAg,False,9,root,Notre Dame national,23 hours ago,1658246400
Fama Sall,UCupR7UzMZ1-Zv6wwkwA2XJA,False,https://yt3.ggpht.com/ytc/AKedOLQv_8fANWuw94G-LXLt9We35-TbI_ESLspDfw=s176-c-k-c0x00ffffff-no-rj,Ugz9gpcNiIfJAZL2uTt4AaABAg,False,19,root,Vraiment metina torop diko diale ay mbokam waye yalla gueumoul nelawoul bayinaniou lene AK mancagne,23 hours ago,1658246400
Sankoun Kanoute,UC2z0OFksOlbyQARuFJoIIzA,False,https://yt3.ggpht.com/ytc/AKedOLRvaxkzdtbAy5UtMUPCFFXsF5Wb1UMA-Af-=s176-c-k-c0x00ffffff-no-rj,Ugy5Pu6-Beif0ssL9I14AaABAg,False,40,root,Sincèrement ça fait très mal et je souhaite que justice soit faite,23 hours ago,1658246400
Thiam Bibi,UCSMaFv5Iew4VMLiQRA8CJng,False,https://yt3.ggpht.com/ytc/AKedOLQq5LNxBRvhvfy7CigWDBUtv4rujOiqx-lQSETm=s176-c-k-c0x00ffffff-no-rj,Ugy5Pu6-Beif0ssL9I14AaABAg.9dfFXjaY3v-9dfofa2fGHl,False,0,Ugy5Pu6-Beif0ssL9I14AaABAg,Justice avec ce regime je ne pense pas,18 hours ago,1658264400
Amadou Sall,UCm7eLWB45ysmG0PyAxZnaQQ,False,https://yt3.ggpht.com/ytc/AKedOLSX7Wa1ve6n0RqYzJl49VPUID7ZqcmvIDefVA=s176-c-k-c0x00ffffff-no-rj,UgxUnZGuPOSSFcW8Ojt4AaABAg,False,1,root,Et l affaires du seck fusitief est dans l oublie,23 hours ago,1658246400
Mode&style,UCYs82vaNUqDzTiaKM0VeW1A,False,https://yt3.ggpht.com/ytc/AKedOLTq1NV9wlaMZ1yGOwZTdvDdX3WUljYxNJltJg=s176-c-k-c0x00ffffff-no-rj,UgxUnZGuPOSSFcW8Ojt4AaABAg.9dfFEdjl_pe9dfID_xm625,False,0,UgxUnZGuPOSSFcW8Ojt4AaABAg,IL est dans les mains du government,23 hours ago,1658246400
Reimana Modji,UC8Q5PVXeVaZEHxVo4vt266A,False,https://yt3.ggpht.com/ytc/AKedOLTjx4mwmvK5wVDGPzAlMbxVYr3ghf2Uvwd4Ig=s176-c-k-c0x00ffffff-no-rj,Ugy2rw4AhbVWzhRuUNh4AaABAg,False,25,root,Merci Dame Modji ❤️💕,23 hours ago,1658246400
SEYNABOU DIEDHIOU,UClV777SkvMisrmJlaMM5KIA,False,https://yt3.ggpht.com/ytc/AKedOLQfcqoH656nuDmDaAbxnG0BVYDfx-mUta4_AA=s176-c-k-c0x00ffffff-no-rj,Ugw5zLrhgq-AF9su8794AaABAg,False,7,root,Dame way dame,23 hours ago,1658246400
NDIACK NDAO,UCT8WBOlx7tUI9plN0EpocWg,False,https://yt3.ggpht.com/ytc/AKedOLQ9xcWGDTEJXcP2PD_Oqw8BtbnOELuTa9py-w=s176-c-k-c0x00ffffff-no-rj,UgxyiBhaROHSFmMy62V4AaABAg,False,0,root,On ne peut pas gérer un pays dans le mensonge et la mythomanie.,23 hours ago,1658246400
Mustapha Vall,UCBcPZPFEC3TJ_gDyzQxs88Q,False,https://yt3.ggpht.com/ytc/AKedOLTovYuKvrViTgm0Am3J_7QgOFSlMT6o9X7QAlP-U86BKI5cvkRVjO0nWxLDRquu=s176-c-k-c0x00ffffff-no-rj,UgxjCS_T2jCn6jAXpLt4AaABAg,False,8,root,Pertinent Dam,23 hours ago,1658246400
Thierno Cisse,UCFZCDjEA3euBgf511-PbUJQ,False,https://yt3.ggpht.com/ytc/AKedOLTB85dkTdhpTAqE1NX4ClZB7IU1V8bEtLhXlw=s176-c-k-c0x00ffffff-no-rj,UgzqS86fbORSlugNATJ4AaABAg,False,2,root,Diadiaf dame,23 hours ago,1658246400
Mamadou Ndao,UCEsKXs--yDaWT3miTnpYCXg,False,https://yt3.ggpht.com/ytc/AKedOLTovYuKvrViTgm0Am3J_7QgOFSlMT6o9X7QAlP-U86BKI5cvkRVjO0nWxLDRquu=s176-c-k-c0x00ffffff-no-rj,UgwSa3vtQ_AzPsMyMjF4AaABAg,False,38,root,Merci beaucoup Dame Mbodj toujours pertinent.,1 day ago,1658275200
